,Date,Type,Total,Total for Shares,Price per share,Year,"B,S,D,O",Stock Name,Float Total,Shares,Ticker
1778,"Oct 26, 2020","IBM Market BuyOct 26, 2020",$112.301 share at $112.30,$112.30,$112.30,2020,Buy,IBM,112.3,1.0,IBM
1777,"Oct 26, 2020","Redfin Market BuyOct 26, 2020",$21.820.5 shares at $43.64,$21.82,$43.64,2020,Buy,Redfin,21.82,0.5,RDFN
1776,"Oct 26, 2020","Dow Market BuyOct 26, 2020",$23.510.5 shares at $47.02,$23.51,$47.02,2020,Buy,Dow,23.51,0.5,DOW
1775,"Oct 26, 2020","Intel Market BuyOct 26, 2020",$32.480.7 shares at $46.40,$32.48,$46.40,2020,Buy,Intel,32.48,0.7,INTC
1774,"Oct 27, 2020","Union Pacific Market BuyOct 27, 2020",$36.290.2 shares at $181.45,$36.29,$181.45,2020,Buy,Union Pacific,36.29,0.2,UNP
1773,"Oct 27, 2020","Jumia Technologies Market SellOct 27, 2020",$17.551 share at $17.55,$17.55,$17.55,2020,Sell,Jumia Technologies,17.55,1.0,JMIA
1771,"Oct 27, 2020","Cisco Systems Market BuyOct 27, 2020",$37.101 share at $37.10,$37.10,$37.10,2020,Buy,Cisco Systems,37.1,1.0,CSCO
1770,"Oct 27, 2020","Union Pacific Market BuyOct 27, 2020",$35.960.2 shares at $179.80,$35.96,$179.80,2020,Buy,Union Pacific,35.96,0.19999999999999998,UNP
1769,"Oct 27, 2020","Kimberly-Clark Market BuyOct 27, 2020",$27.370.2 shares at $136.85,$27.37,$136.85,2020,Buy,Kimberly-Clark,27.37,0.2,KMB
1768,"Oct 27, 2020","Air Products & Chemicals Market BuyOct 27, 2020",$28.640.1 shares at $286.40,$28.64,$286.40,2020,Buy,Air Products & Chemicals,28.64,0.1,APD
1767,"Oct 27, 2020","Intel Market BuyOct 27, 2020",$45.581 share at $45.58,$45.58,$45.58,2020,Buy,Intel,45.58,1.0,INTC
1766,"Oct 27, 2020","Dupont De Nemours Market BuyOct 27, 2020",$28.720.5 shares at $57.44,$28.72,$57.44,2020,Buy,Dupont De Nemours,28.72,0.5,DD
1765,"Oct 27, 2020","Linde Market BuyOct 27, 2020",$45.180.2 shares at $225.90,$45.18,$225.90,2020,Buy,Linde,45.18,0.19999999999999998,LIN
1764,"Oct 28, 2020","Johnson & Johnson Market BuyOct 28, 2020",$42.210.3 shares at $140.70,$42.21,$140.70,2020,Buy,Johnson & Johnson,42.21,0.30000000000000004,JNJ
1763,"Oct 28, 2020","Intel Market BuyOct 28, 2020",$22.570.5 shares at $45.14,$22.57,$45.14,2020,Buy,Intel,22.57,0.5,INTC
1762,"Oct 28, 2020","Simply Good Foods Market BuyOct 28, 2020",$19.801 share at $19.80,$19.80,$19.80,2020,Buy,Simply Good Foods,19.8,1.0,SMPL
1761,"Oct 28, 2020","Linde Market BuyOct 28, 2020",$43.750.2 shares at $218.75,$43.75,$218.75,2020,Buy,Linde,43.75,0.2,LIN
1760,"Oct 28, 2020","Redfin Market BuyOct 28, 2020",$21.310.5 shares at $42.62,$21.31,$42.62,2020,Buy,Redfin,21.31,0.5,RDFN
1759,"Oct 28, 2020","Dow Market BuyOct 28, 2020",$22.470.5 shares at $44.94,$22.47,$44.94,2020,Buy,Dow,22.47,0.5,DOW
1758,"Oct 28, 2020","Union Pacific Market BuyOct 28, 2020",$35.310.2 shares at $176.55,$35.31,$176.55,2020,Buy,Union Pacific,35.31,0.2,UNP
1757,"Oct 28, 2020","Tesla Market BuyOct 28, 2020",$82.570.2 shares at $412.85,$82.57,$412.85,2020,Buy,Tesla,82.57,0.19999999999999998,TSLA
1756,"Oct 28, 2020","Fastly Market BuyOct 28, 2020",$21.600.3 shares at $72.00,$21.60,$72.00,2020,Buy,Fastly,21.6,0.30000000000000004,FSLY
1755,"Oct 28, 2020","Health Care Select Sector SPDR Fund Market BuyOct 28, 2020",$52.000.5 shares at $104.00,$52.00,$104.00,2020,Buy,Health Care Select Sector SPDR Fund,52.0,0.5,XLV
1754,"Oct 28, 2020","Listed Funds Trust Wahed FTSE USA Shariah Limit BuyOct 28, 2020",$29.301 share at $29.30,$29.30,$29.30,2020,Buy,Listed Funds Trust Wahed FTSE USA Shariah,29.3,1.0,HLAL
1753,"Oct 28, 2020","Simply Good Foods Market BuyOct 28, 2020",$19.581 share at $19.58,$19.58,$19.58,2020,Buy,Simply Good Foods,19.58,1.0,SMPL
1752,"Oct 28, 2020","Kimberly-Clark Market BuyOct 28, 2020",$26.610.2 shares at $133.05,$26.61,$133.05,2020,Buy,Kimberly-Clark,26.61,0.19999999999999998,KMB
1751,"Oct 28, 2020","Air Products & Chemicals Market BuyOct 28, 2020",$27.590.1 shares at $275.90,$27.59,$275.90,2020,Buy,Air Products & Chemicals,27.59,0.1,APD
1750,"Oct 28, 2020","Health Care Select Sector SPDR Fund Market BuyOct 28, 2020",$102.811 share at $102.81,$102.81,$102.81,2020,Buy,Health Care Select Sector SPDR Fund,102.81,1.0,XLV
1749,"Oct 28, 2020","American Tower Market BuyOct 28, 2020",$23.180.1 shares at $231.80,$23.18,$231.80,2020,Buy,American Tower,23.18,0.09999999999999999,AMT
1748,"Oct 28, 2020","Listed Funds Trust Wahed FTSE USA Shariah Limit BuyOct 28, 2020",$29.151 share at $29.15,$29.15,$29.15,2020,Buy,Listed Funds Trust Wahed FTSE USA Shariah,29.15,1.0,HLAL
1747,"Oct 28, 2020","ANSYS Market BuyOct 28, 2020",$30.850.1 shares at $308.50,$30.85,$308.50,2020,Buy,ANSYS,30.85,0.1,ANSS
1746,"Oct 28, 2020","Autodesk Market BuyOct 28, 2020",$23.810.1 shares at $238.10,$23.81,$238.10,2020,Buy,Autodesk,23.81,0.09999999999999999,ADSK
1745,"Oct 28, 2020","American Tower Market BuyOct 28, 2020",$23.050.1 shares at $230.50,$23.05,$230.50,2020,Buy,American Tower,23.05,0.1,AMT
1744,"Oct 28, 2020","IBM Market BuyOct 28, 2020",$53.060.5 shares at $106.12,$53.06,$106.12,2020,Buy,IBM,53.06,0.5,IBM
1743,"Oct 28, 2020","IBM Market BuyOct 28, 2020",$53.070.5 shares at $106.14,$53.07,$106.14,2020,Buy,IBM,53.07,0.5,IBM
1742,"Oct 28, 2020","Union Pacific Market BuyOct 28, 2020",$34.800.2 shares at $174.00,$34.80,$174.00,2020,Buy,Union Pacific,34.8,0.19999999999999998,UNP
1741,"Oct 28, 2020","Materials Select Sector SPDR ETF Market BuyOct 28, 2020",$31.170.5 shares at $62.34,$31.17,$62.34,2020,Buy,Materials Select Sector SPDR ETF,31.17,0.5,XLB
1740,"Oct 28, 2020","Adobe Market BuyOct 28, 2020",$45.910.1 shares at $459.10,$45.91,$459.10,2020,Buy,Adobe,45.91,0.09999999999999999,ADBE
1739,"Oct 29, 2020","Atmos Energy Market BuyOct 29, 2020",$27.300.3 shares at $91.00,$27.30,$91.00,2020,Buy,Atmos Energy,27.3,0.3,ATO
1738,"Oct 29, 2020","Amcor PLC Market BuyOct 29, 2020",$10.411 share at $10.41,$10.41,$10.41,2020,Buy,Amcor PLC,10.41,1.0,AMCR
1736,"Oct 29, 2020","Kimberly-Clark Market BuyOct 29, 2020",$13.110.1 shares at $131.10,$13.11,$131.10,2020,Buy,Kimberly-Clark,13.11,0.1,KMB
1735,"Oct 29, 2020","Simply Good Foods Market BuyOct 29, 2020",$18.831 share at $18.83,$18.83,$18.83,2020,Buy,Simply Good Foods,18.83,1.0,SMPL
1734,"Oct 29, 2020","Entergy Market BuyOct 29, 2020",$20.200.2 shares at $101.00,$20.20,$101.00,2020,Buy,Entergy,20.2,0.19999999999999998,ETR
1733,"Oct 29, 2020","Fastly Market BuyOct 29, 2020",$13.580.2 shares at $67.90,$13.58,$67.90,2020,Buy,Fastly,13.58,0.19999999999999998,FSLY
1732,"Oct 30, 2020","Johnson & Johnson Market BuyOct 30, 2020",$95.600.7 shares at $136.57,$95.60,$136.57,2020,Buy,Johnson & Johnson,95.6,0.7000073222523248,JNJ
1731,"Oct 30, 2020","Simply Good Foods Limit BuyOct 30, 2020",$18.801 share at $18.80,$18.80,$18.80,2020,Buy,Simply Good Foods,18.8,1.0,SMPL
1730,"Oct 30, 2020","Entergy Market BuyOct 30, 2020",$20.150.2 shares at $100.75,$20.15,$100.75,2020,Buy,Entergy,20.15,0.19999999999999998,ETR
1729,"Oct 30, 2020","Adobe Market BuyOct 30, 2020",$44.960.1 shares at $449.60,$44.96,$449.60,2020,Buy,Adobe,44.96,0.09999999999999999,ADBE
1728,"Oct 30, 2020","Microsoft Market BuyOct 30, 2020",$100.080.5 shares at $200.16,$100.08,$200.16,2020,Buy,Microsoft,100.08,0.5,MSFT
1727,"Oct 30, 2020","ANSYS Market BuyOct 30, 2020",$30.180.1 shares at $301.80,$30.18,$301.80,2020,Buy,ANSYS,30.18,0.09999999999999999,ANSS
1726,"Oct 30, 2020","Autodesk Market BuyOct 30, 2020",$23.480.1 shares at $234.80,$23.48,$234.80,2020,Buy,Autodesk,23.48,0.09999999999999999,ADSK
1725,"Oct 30, 2020","Apple Market BuyOct 30, 2020",$54.770.5 shares at $109.54,$54.77,$109.54,2020,Buy,Apple,54.77,0.5,AAPL
1724,"Oct 30, 2020","Adobe Market BuyOct 30, 2020",$44.550.1 shares at $445.50,$44.55,$445.50,2020,Buy,Adobe,44.55,0.09999999999999999,ADBE
1723,"Oct 30, 2020","AerCap Market BuyOct 30, 2020",$4.980.2 shares at $24.90,$4.98,$24.90,2020,Buy,AerCap,4.98,0.20000000000000004,AER
1722,"Oct 30, 2020","Air Lease Market BuyOct 30, 2020",$13.640.5 shares at $27.28,$13.64,$27.28,2020,Buy,Air Lease,13.64,0.5,AL
1721,"Oct 30, 2020","Listed Funds Trust Wahed FTSE USA Shariah Limit BuyOct 30, 2020",$57.402 shares at $28.70,$57.40,$28.70,2020,Buy,Listed Funds Trust Wahed FTSE USA Shariah,57.4,2.0,HLAL
1720,"Oct 30, 2020","Costco Market BuyOct 30, 2020",$71.690.2 shares at $358.45,$71.69,$358.45,2020,Buy,Costco,71.69,0.2,COST
1719,"Oct 30, 2020","Deposit from Checking (non-interest)Oct 30, 2020",500.0,,,2020,Deposit,N/A,,0.0,Idk
1718,"Oct 30, 2020","Redfin Market BuyOct 30, 2020",$42.341 share at $42.34,$42.34,$42.34,2020,Buy,Redfin,42.34,1.0,RDFN
1717,"Oct 30, 2020","FLY Leasing Market BuyOct 30, 2020",$58.9510 shares at $5.90,$58.95,$5.90,2020,Buy,FLY Leasing,58.95,9.991525423728813,FLY
1716,"Oct 30, 2020","Air Lease Market BuyOct 30, 2020",$40.121.5 shares at $26.75,$40.12,$26.75,2020,Buy,Air Lease,40.12,1.4998130841121495,AL
1715,"Oct 30, 2020","AerCap Market BuyOct 30, 2020",$43.881.8 shares at $24.38,$43.88,$24.38,2020,Buy,AerCap,43.88,1.7998359310910583,AER
1714,"Oct 30, 2020","Tesla Market BuyOct 30, 2020",$38.240.1 shares at $382.40,$38.24,$382.40,2020,Buy,Tesla,38.24,0.1,TSLA
1713,"Oct 30, 2020","Swire Pacific Market BuyOct 30, 2020",$100.9822 shares at $4.59,$100.98,$4.59,2020,Buy,Swire Pacific,100.98,22.0,SWRAY
1712,"Oct 30, 2020","Intel Market BuyOct 30, 2020",$65.581.5 shares at $43.72,$65.58,$43.72,2020,Buy,Intel,65.58,1.5,INTC
1711,"Oct 30, 2020","Kimberly-Clark Market BuyOct 30, 2020",$39.510.3 shares at $131.70,$39.51,$131.70,2020,Buy,Kimberly-Clark,39.51,0.3,KMB
1710,"Oct 30, 2020","Steelcase Market BuyOct 30, 2020",$41.584 shares at $10.40,$41.58,$10.40,2020,Buy,Steelcase,41.58,3.9980769230769226,SCS
1709,"Oct 30, 2020","Johnson & Johnson Market BuyOct 30, 2020",$67.570.5 shares at $135.14,$67.57,$135.14,2020,Buy,Johnson & Johnson,67.57,0.5,JNJ
1708,"Oct 30, 2020","Health Care Select Sector SPDR Fund Market BuyOct 30, 2020",$100.641 share at $100.64,$100.64,$100.64,2020,Buy,Health Care Select Sector SPDR Fund,100.64,1.0,XLV
1707,"Oct 30, 2020","American Tower Market BuyOct 30, 2020",$68.210.3 shares at $227.37,$68.21,$227.37,2020,Buy,American Tower,68.21,0.2999956018823943,AMT
1706,"Oct 30, 2020","American Tower Market BuyOct 30, 2020",$68.180.3 shares at $227.27,$68.18,$227.27,2020,Buy,American Tower,68.18,0.2999955999471994,AMT
1705,"Nov 2, 2020","Panasonic Limit SellNov 2, 2020",$46.855 shares at $9.37,$46.85,$9.37,2020,Sell,Panasonic,46.85,5.000000000000001,PCRFY
1704,"Nov 2, 2020","Naspers Market SellNov 2, 2020",$15.770.4 shares at $39.43,$15.77,$39.43,2020,Sell,Naspers,15.77,0.3999492772001014,NPSNY
1703,"Nov 2, 2020","Oneok Market SellNov 2, 2020",$8.820.3 shares at $29.40,$8.82,$29.40,2020,Sell,Oneok,8.82,0.30000000000000004,OKE
1702,"Nov 2, 2020","Amcor PLC Market SellNov 2, 2020",$21.642 shares at $10.82,$21.64,$10.82,2020,Sell,Amcor PLC,21.64,2.0,AMCR
1701,"Nov 3, 2020","Alibaba Market BuyNov 3, 2020",$28.170.1 shares at $281.70,$28.17,$281.70,2020,Buy,Alibaba,28.17,0.1,BABA
1700,"Nov 3, 2020","Honda Limit SellNov 3, 2020",$24.831 share at $24.83,$24.83,$24.83,2020,Sell,Honda,24.83,1.0,HMC
1699,"Nov 3, 2020","Alibaba Market SellNov 3, 2020",$171.740.6 shares at $286.23,$171.74,$286.23,2020,Sell,Alibaba,171.74,0.600006987387765,BABA
1698,"Nov 3, 2020","Canon Market SellNov 3, 2020",$72.444 shares at $18.11,$72.44,$18.11,2020,Sell,Canon,72.44,4.0,CAJ
1697,"Nov 4, 2020","Health Care Select Sector SPDR Fund Market SellNov 4, 2020",$551.565 shares at $110.31,$551.56,$110.31,2020,Sell,Health Care Select Sector SPDR Fund,551.56,5.000090653612546,XLV
1696,"Nov 4, 2020","American Tower Limit BuyNov 4, 2020",$481.202 shares at $240.60,$481.20,$240.60,2020,Buy,American Tower,481.2,2.0,AMT
1695,"Nov 4, 2020","American Tower Limit SellNov 4, 2020",$962.404 shares at $240.60,$962.40,$240.60,2020,Sell,American Tower,962.4,4.0,AMT
1694,"Nov 4, 2020","CommScope Market SellNov 4, 2020",$48.665 shares at $9.73,$48.66,$9.73,2020,Sell,CommScope,48.66,5.001027749229188,COMM
1693,"Nov 4, 2020","Emcor Market SellNov 4, 2020",$14.360.2 shares at $71.80,$14.36,$71.80,2020,Sell,Emcor,14.36,0.2,EME
1692,"Nov 4, 2020","Alphabet Class C Market SellNov 4, 2020","$528.790.3 shares at $1,762.63",$528.79,"$1,762.63",2020,Sell,Alphabet Class C,528.79,0.30000056733404057,GOOG
1691,"Nov 4, 2020","Health Care Select Sector SPDR Fund Market SellNov 4, 2020",$110.461 share at $110.46,$110.46,$110.46,2020,Sell,Health Care Select Sector SPDR Fund,110.46,1.0,XLV
1690,"Nov 4, 2020","Microsoft Market SellNov 4, 2020",$216.861 share at $216.86,$216.86,$216.86,2020,Sell,Microsoft,216.86,1.0,MSFT
1689,"Nov 4, 2020","Merck Market SellNov 4, 2020",$41.110.5 shares at $82.22,$41.11,$82.22,2020,Sell,Merck,41.11,0.5,MRK
1688,"Nov 4, 2020","Union Pacific Market SellNov 4, 2020",$114.170.6 shares at $190.28,$114.17,$190.28,2020,Sell,Union Pacific,114.17,0.600010510826151,UNP
1687,"Nov 4, 2020","Linde Market SellNov 4, 2020",$70.640.3 shares at $235.47,$70.64,$235.47,2020,Sell,Linde,70.64,0.29999575317450206,LIN
1686,"Nov 4, 2020","Adobe Market SellNov 4, 2020",$48.770.1 shares at $487.70,$48.77,$487.70,2020,Sell,Adobe,48.77,0.1,ADBE
1685,"Nov 4, 2020","AerCap Market SellNov 4, 2020",$27.131 share at $27.13,$27.13,$27.13,2020,Sell,AerCap,27.13,1.0,AER
1684,"Nov 4, 2020","Air Lease Market SellNov 4, 2020",$29.391 share at $29.39,$29.39,$29.39,2020,Sell,Air Lease,29.39,1.0,AL
1683,"Nov 4, 2020","Pfizer Market SellNov 4, 2020",$76.002 shares at $38.00,$76.00,$38.00,2020,Sell,Pfizer,76.0,2.0,PFE
1682,"Nov 4, 2020","Applied Materials Market SellNov 4, 2020",$6.390.1 shares at $63.90,$6.39,$63.90,2020,Sell,Applied Materials,6.39,0.09999999999999999,AMAT
1681,"Nov 4, 2020","CRISPR Market SellNov 4, 2020",$48.120.5 shares at $96.24,$48.12,$96.24,2020,Sell,CRISPR,48.12,0.5,CRSP
1680,"Nov 4, 2020","Walgreens Market SellNov 4, 2020",$37.431 share at $37.43,$37.43,$37.43,2020,Sell,Walgreens,37.43,1.0,WBA
1679,"Nov 4, 2020","CVS Market SellNov 4, 2020",$61.271 share at $61.27,$61.27,$61.27,2020,Sell,CVS,61.27,1.0,CVS
1678,"Nov 4, 2020","Cardinal Health Market SellNov 4, 2020",$10.130.2 shares at $50.65,$10.13,$50.65,2020,Sell,Cardinal Health,10.13,0.2,CAH
1677,"Nov 4, 2020","Nissan Market SellNov 4, 2020",$29.684 shares at $7.42,$29.68,$7.42,2020,Sell,Nissan,29.68,4.0,NSANY
1676,"Nov 6, 2020","Pluralsight Market BuyNov 6, 2020",$29.132 shares at $14.57,$29.13,$14.57,2020,Buy,Pluralsight,29.13,1.9993136582017843,PS
1675,"Nov 9, 2020","Herman Miller Market SellNov 9, 2020",$176.655 shares at $35.33,$176.65,$35.33,2020,Sell,Herman Miller,176.65,5.0,MLHR
1674,"Nov 9, 2020","Utilities Select Sector SPDR Fund Market SellNov 9, 2020",$337.655 shares at $67.53,$337.65,$67.53,2020,Sell,Utilities Select Sector SPDR Fund,337.65,5.0,XLU
1673,"Nov 9, 2020","Health Care Select Sector SPDR Fund Market SellNov 9, 2020",$565.435 shares at $113.09,$565.43,$113.09,2020,Sell,Health Care Select Sector SPDR Fund,565.43,4.999823149703775,XLV
1672,"Nov 9, 2020","Listed Funds Trust Wahed FTSE USA Shariah Limit SellNov 9, 2020",$322.0010 shares at $32.20,$322.00,$32.20,2020,Sell,Listed Funds Trust Wahed FTSE USA Shariah,322.0,10.0,HLAL
1671,"Nov 9, 2020","Vornado Realty Trust Market SellNov 9, 2020",$8.210.2 shares at $41.05,$8.21,$41.05,2020,Sell,Vornado Realty Trust,8.21,0.20000000000000004,VNO
1669,"Nov 9, 2020","Dow Market SellNov 9, 2020",$53.931 share at $53.93,$53.93,$53.93,2020,Sell,Dow,53.93,1.0,DOW
1668,"Nov 9, 2020","AerCap Market SellNov 9, 2020",$18.060.5 shares at $36.12,$18.06,$36.12,2020,Sell,AerCap,18.06,0.5,AER
1667,"Nov 9, 2020","Air Lease Market SellNov 9, 2020",$18.010.5 shares at $36.02,$18.01,$36.02,2020,Sell,Air Lease,18.01,0.5,AL
1666,"Nov 9, 2020","Thor Industries Market BuyNov 9, 2020",$41.240.5 shares at $82.48,$41.24,$82.48,2020,Buy,Thor Industries,41.24,0.5,THO
1658,"Nov 9, 2020","Simply Good Foods Market SellNov 9, 2020",$45.862 shares at $22.93,$45.86,$22.93,2020,Sell,Simply Good Foods,45.86,2.0,SMPL
1657,"Nov 9, 2020","Redfin Market BuyNov 9, 2020",$42.061 share at $42.06,$42.06,$42.06,2020,Buy,Redfin,42.06,1.0,RDFN
1654,"Nov 9, 2020","Redfin Market BuyNov 9, 2020",$39.661 share at $39.66,$39.66,$39.66,2020,Buy,Redfin,39.66,1.0,RDFN
1653,"Nov 10, 2020","Alibaba Market BuyNov 10, 2020",$67.610.25 shares at $270.44,$67.61,$270.44,2020,Buy,Alibaba,67.61,0.25,BABA
1652,"Nov 10, 2020","Adobe Market BuyNov 10, 2020",$44.810.1 shares at $448.10,$44.81,$448.10,2020,Buy,Adobe,44.81,0.1,ADBE
1651,"Nov 10, 2020","Sempra Market SellNov 10, 2020",$66.960.5 shares at $133.92,$66.96,$133.92,2020,Sell,Sempra,66.96,0.5,SRE
1650,"Nov 10, 2020","NiSource Market SellNov 10, 2020",$24.761 share at $24.76,$24.76,$24.76,2020,Sell,NiSource,24.76,1.0,NI
1649,"Nov 10, 2020","Evergy Market SellNov 10, 2020",$59.101 share at $59.10,$59.10,$59.10,2020,Sell,Evergy,59.1,1.0,EVRG
1648,"Nov 10, 2020","Dominion Energy Market SellNov 10, 2020",$21.400.25 shares at $85.60,$21.40,$85.60,2020,Sell,Dominion Energy,21.4,0.25,D
1647,"Nov 10, 2020","Air Products & Chemicals Market SellNov 10, 2020",$31.350.1 shares at $313.50,$31.35,$313.50,2020,Sell,Air Products & Chemicals,31.35,0.1,APD
1646,"Nov 10, 2020","Linde Market SellNov 10, 2020",$78.230.3 shares at $260.77,$78.23,$260.77,2020,Sell,Linde,78.23,0.29999616520305256,LIN
1645,"Nov 10, 2020","GoodRx Market BuyNov 10, 2020",$20.060.4 shares at $50.15,$20.06,$50.15,2020,Buy,GoodRx,20.06,0.39999999999999997,GDRX
1644,"Nov 10, 2020","Herman Miller Market SellNov 10, 2020",$180.455 shares at $36.09,$180.45,$36.09,2020,Sell,Herman Miller,180.45,4.999999999999999,MLHR
1643,"Nov 10, 2020","International Airlines Group Market SellNov 10, 2020",$126.0135 shares at $3.60,$126.01,$3.60,2020,Sell,International Airlines Group,126.01,35.00277777777778,ICAGY
1641,"Nov 10, 2020","Union Pacific Market SellNov 10, 2020",$121.350.6 shares at $202.25,$121.35,$202.25,2020,Sell,Union Pacific,121.35,0.6,UNP
1640,"Nov 10, 2020","Simply Good Foods Market SellNov 10, 2020",$113.555 shares at $22.71,$113.55,$22.71,2020,Sell,Simply Good Foods,113.55,5.0,SMPL
1639,"Nov 10, 2020","Materials Select Sector SPDR ETF Market SellNov 10, 2020",$35.050.5 shares at $70.10,$35.05,$70.10,2020,Sell,Materials Select Sector SPDR ETF,35.05,0.5,XLB
1638,"Nov 10, 2020","Sempra Market SellNov 10, 2020",$67.320.5 shares at $134.64,$67.32,$134.64,2020,Sell,Sempra,67.32,0.5,SRE
1637,"Nov 10, 2020","Steelcase Market SellNov 10, 2020",$126.0910 shares at $12.61,$126.09,$12.61,2020,Sell,Steelcase,126.09,9.999206978588422,SCS
1636,"Nov 10, 2020","Atmos Energy Market SellNov 10, 2020",$101.621 share at $101.62,$101.62,$101.62,2020,Sell,Atmos Energy,101.62,1.0,ATO
1635,"Nov 10, 2020","Verizon Market SellNov 10, 2020",$61.031 share at $61.03,$61.03,$61.03,2020,Sell,Verizon,61.03,1.0,VZ
1634,"Nov 10, 2020","Microsoft Market BuyNov 10, 2020",$21.050.1 shares at $210.50,$21.05,$210.50,2020,Buy,Microsoft,21.05,0.1,MSFT
1632,"Nov 11, 2020","Pluralsight Market BuyNov 11, 2020",$14.901 share at $14.90,$14.90,$14.90,2020,Buy,Pluralsight,14.9,1.0,PS
1627,"Nov 12, 2020","Evergy Market BuyNov 12, 2020",$27.900.5 shares at $55.80,$27.90,$55.80,2020,Buy,Evergy,27.9,0.5,EVRG
1626,"Nov 12, 2020","Air Products & Chemicals Market BuyNov 12, 2020",$27.340.1 shares at $273.40,$27.34,$273.40,2020,Buy,Air Products & Chemicals,27.34,0.1,APD
1624,"Nov 12, 2020","Air Products & Chemicals Market BuyNov 12, 2020",$26.840.1 shares at $268.40,$26.84,$268.40,2020,Buy,Air Products & Chemicals,26.84,0.1,APD
1622,"Nov 13, 2020","CRISPR Market SellNov 13, 2020",$52.180.5 shares at $104.36,$52.18,$104.36,2020,Sell,CRISPR,52.18,0.5,CRSP
1621,"Nov 13, 2020","Alibaba Market BuyNov 13, 2020",$25.820.1 shares at $258.20,$25.82,$258.20,2020,Buy,Alibaba,25.82,0.1,BABA
1620,"Nov 13, 2020","Alibaba Market BuyNov 13, 2020",$38.690.15 shares at $257.93,$38.69,$257.93,2020,Buy,Alibaba,38.69,0.15000193851044855,BABA
1617,"Nov 13, 2020","CommScope Market SellNov 13, 2020",$52.905 shares at $10.58,$52.90,$10.58,2020,Sell,CommScope,52.9,5.0,COMM
1616,"Nov 13, 2020","Alphabet Class C Market SellNov 13, 2020","$1,776.531 share at $1,776.53","$1,776.53","$1,776.53",2020,Sell,Alphabet Class C,1776.53,1.0,GOOG
1615,"Nov 13, 2020","Health Care Select Sector SPDR Fund Market SellNov 13, 2020",$561.105 shares at $112.22,$561.10,$112.22,2020,Sell,Health Care Select Sector SPDR Fund,561.1,5.0,XLV
1614,"Nov 13, 2020","Microsoft Limit SellNov 13, 2020",$649.203 shares at $216.40,$649.20,$216.40,2020,Sell,Microsoft,649.2,3.0,MSFT
1613,"Nov 13, 2020","Microsoft Market SellNov 13, 2020",$129.850.6 shares at $216.42,$129.85,$216.42,2020,Sell,Microsoft,129.85,0.5999907587099159,MSFT
1612,"Nov 13, 2020","Amazon Market SellNov 13, 2020","$620.400.2 shares at $3,102.00",$620.40,"$3,102.00",2020,Sell,Amazon,620.4,0.19999999999999998,AMZN
1611,"Nov 13, 2020","IBM Market SellNov 13, 2020",$818.397 shares at $116.91,$818.39,$116.91,2020,Sell,IBM,818.39,7.000171071764606,IBM
1610,"Nov 13, 2020","Utilities Select Sector SPDR Fund Market SellNov 13, 2020",$343.585.2 shares at $66.07,$343.58,$66.07,2020,Sell,Utilities Select Sector SPDR Fund,343.58,5.200242167398215,XLU
1609,"Nov 13, 2020","Apple Market SellNov 13, 2020",$177.951.5 shares at $118.63,$177.95,$118.63,2020,Sell,Apple,177.95,1.5000421478546742,AAPL
1608,"Nov 13, 2020","Listed Funds Trust Wahed FTSE USA Shariah Limit SellNov 13, 2020",$315.1010 shares at $31.51,$315.10,$31.51,2020,Sell,Listed Funds Trust Wahed FTSE USA Shariah,315.1,10.0,HLAL
1607,"Nov 13, 2020","SP Funds S&P 500 Sharia Limit SellNov 13, 2020",$363.7515 shares at $24.25,$363.75,$24.25,2020,Sell,SP Funds S&P 500 Sharia,363.75,15.0,SPUS
1606,"Nov 13, 2020","Johnson & Johnson Limit SellNov 13, 2020",$449.613 shares at $149.87,$449.61,$149.87,2020,Sell,Johnson & Johnson,449.61,3.0,JNJ
1605,"Nov 13, 2020","Johnson & Johnson Market SellNov 13, 2020",$74.940.5 shares at $149.88,$74.94,$149.88,2020,Sell,Johnson & Johnson,74.94,0.5,JNJ
1604,"Nov 13, 2020","American Tower Market SellNov 13, 2020",$436.101.8 shares at $242.28,$436.10,$242.28,2020,Sell,American Tower,436.1,1.7999834901766552,AMT
1602,"Nov 13, 2020","Swire Pacific Limit SellNov 13, 2020",$399.6072 shares at $5.55,$399.60,$5.55,2020,Sell,Swire Pacific,399.6,72.0,SWRAY
1601,"Nov 13, 2020","Pfizer Market SellNov 13, 2020",$76.942 shares at $38.47,$76.94,$38.47,2020,Sell,Pfizer,76.94,2.0,PFE
1600,"Nov 13, 2020","Cisco Systems Market SellNov 13, 2020",$206.965 shares at $41.39,$206.96,$41.39,2020,Sell,Cisco Systems,206.96,5.000241604252235,CSCO
1599,"Nov 13, 2020","CommScope Market SellNov 13, 2020",$107.4210 shares at $10.74,$107.42,$10.74,2020,Sell,CommScope,107.42,10.001862197392924,COMM
1598,"Nov 13, 2020","Merck Market SellNov 13, 2020",$40.700.5 shares at $81.40,$40.70,$81.40,2020,Sell,Merck,40.7,0.5,MRK
1597,"Nov 13, 2020","Dow Market SellNov 13, 2020",$51.901 share at $51.90,$51.90,$51.90,2020,Sell,Dow,51.9,1.0,DOW
1596,"Nov 13, 2020","Kimberly-Clark Market SellNov 13, 2020",$139.391 share at $139.39,$139.39,$139.39,2020,Sell,Kimberly-Clark,139.39,1.0,KMB
